seed_name,seed_variety,seed_type,seed_quality,crop,season,soil_type,field_composition,soil_ph,temperature,humidity,rainfall,moisture,field_quality,field_history,state,district,recommended_crop,recommended_seed,area,production,yield
Mustard seed,Varuna,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,23,51,461,43,Medium,Wheat,Haryana,Rohtak,Mustard,Pusa Bold,164,1467,3211
Cotton seed,RCH2,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,29,58,888,26,High,Fallow,Haryana,Sirsa,Cotton,RCH2,50,1293,4040
Gram seed,JG11,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,15,37,319,84,High,Soybean,Rajasthan,Ajmer,Gram,JG11,356,1371,2938
Soybean seed,JS9560,Desi,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,20,52,621,32,Low,Cotton,Haryana,Sirsa,Soybean,NRC37,391,860,2500
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,25,70,780,38,Low,Cotton,West Bengal,Kolkata,Soybean,NRC37,431,1585,3526
Rice seed,BPT5204,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.7,25,89,1215,53,Medium,Fallow,Andhra Pradesh,Vijayawada,Rice,IR64,396,778,3609
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,16,53,313,77,High,Rice,Rajasthan,Kota,Gram,JG16,421,318,2692
Bajra seed,ICTP8203,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,27,35,345,71,Medium,Gram,Uttar Pradesh,Lucknow,Bajra,RHB121,339,1933,2820
Rice seed,BPT5204,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,28,84,1398,42,High,Fallow,Madhya Pradesh,Bhopal,Rice,MTU7029,265,457,2152
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.0,15,53,358,29,High,Soybean,Uttar Pradesh,Varanasi,Gram,Pusa372,83,1837,3098
Wheat seed,PBW343,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,25,61,517,42,High,Rice,Maharashtra,Nashik,Wheat,PBW343,59,470,2547
Bajra seed,RHB121,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.9,28,44,456,28,Low,Gram,Madhya Pradesh,Jabalpur,Bajra,RHB121,105,348,4038
Maize seed,Ganga5,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.6,30,64,523,74,Low,Rice,West Bengal,Malda,Maize,DHM117,390,661,2143
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,18,53,423,77,Low,Soybean,West Bengal,Bardhaman,Gram,JG16,372,1891,4059
Rice seed,IR64,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.6,24,74,1303,51,High,Fallow,Punjab,Ludhiana,Rice,Swarna,408,200,3849
Cotton seed,Bollgard,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.8,23,67,614,33,Low,Fallow,Andhra Pradesh,Guntur,Cotton,Bt Cotton,249,624,2586
Cotton seed,Bunny Bt,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,30,58,776,75,Low,Groundnut,Gujarat,Ahmedabad,Cotton,RCH2,317,258,2573
Cotton seed,RCH2,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,31,69,876,27,Low,Fallow,Punjab,Bathinda,Cotton,Bt Cotton,362,328,4657
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,24,49,391,36,Low,Soybean,Punjab,Bathinda,Gram,JG16,99,1628,1617
Cotton seed,Bollgard,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,28,66,666,72,Medium,Groundnut,Maharashtra,Pune,Cotton,Bunny Bt,145,1446,3257
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,18,63,481,79,Low,Soybean,Odisha,Balasore,Wheat,PBW343,172,1736,3522
Maize seed,HQPM1,Hybrid,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,25,52,503,40,High,Wheat,Haryana,Hisar,Maize,Ganga5,379,626,2307
Bajra seed,ICTP8203,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,32,52,552,54,High,Fallow,Telangana,Hyderabad,Bajra,RHB121,114,1787,2779
Wheat seed,HD3086,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,16,45,580,51,Low,Rice,West Bengal,Murshidabad,Wheat,HD3086,214,1436,3612
Gram seed,Pusa372,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,23,46,408,50,Low,Rice,Bihar,Gaya,Gram,Pusa372,319,716,4476
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,24,58,607,39,Medium,Cotton,Uttar Pradesh,Meerut,Soybean,JS335,318,1666,4325
Maize seed,HQPM1,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.8,28,50,505,62,Medium,Wheat,Punjab,Bathinda,Maize,DHM117,490,261,3456
Cotton seed,Bt Cotton,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.7,22,70,876,47,High,Soybean,Rajasthan,Kota,Cotton,Bt Cotton,330,415,2283
Maize seed,Ganga5,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.8,20,53,764,34,Medium,Fallow,Punjab,Bathinda,Maize,HQPM1,309,1032,4510
Soybean seed,JS335,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,20,58,724,52,Medium,Fallow,Karnataka,Mysuru,Soybean,JS335,84,1278,1961
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,29,51,593,69,Low,Wheat,Madhya Pradesh,Indore,Maize,HQPM1,475,880,2241
Rice seed,BPT5204,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,26,76,1168,52,Medium,Pulses,Gujarat,Ahmedabad,Rice,MTU7029,138,1667,2953
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,28,40,495,54,High,Gram,Maharashtra,Akola,Bajra,ICTP8203,440,1688,4329
Maize seed,DHM117,HYV,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",5.9,21,53,730,32,Medium,Wheat,Bihar,Patna,Maize,Ganga5,423,1983,3597
Cotton seed,Bt Cotton,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,26,54,741,38,Low,Groundnut,Haryana,Rohtak,Cotton,Bunny Bt,427,978,3201
Maize seed,PMH1,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.4,29,64,591,32,Medium,Wheat,Karnataka,Raichur,Maize,DHM117,407,1831,2009
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,29,50,896,83,Medium,Fallow,Punjab,Patiala,Cotton,RCH2,406,654,4760
Cotton seed,RCH2,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,26,69,897,25,Medium,Fallow,Punjab,Patiala,Cotton,Bollgard,400,1303,4547
Cotton seed,Bt Cotton,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.1,30,50,710,77,Low,Groundnut,Telangana,Nizamabad,Cotton,Bt Cotton,247,638,2803
Gram seed,JG11,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,15,46,422,68,Low,Fallow,West Bengal,Bardhaman,Gram,Pusa372,432,1209,3621
Bajra seed,HHB67,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.5,25,55,597,62,Low,Fallow,Odisha,Puri,Bajra,ICTP8203,219,975,4913
Gram seed,JG16,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,19,47,408,25,Low,Soybean,Madhya Pradesh,Ujjain,Gram,Pusa372,146,1934,4121
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,24,44,417,29,High,Fallow,West Bengal,Bardhaman,Gram,JG16,64,1251,3239
Gram seed,JG11,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,21,47,330,79,Low,Fallow,Uttar Pradesh,Lucknow,Gram,Pusa372,107,1218,4580
Rice seed,BPT5204,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,30,88,1179,67,Low,Wheat,Bihar,Muzaffarpur,Rice,BPT5204,321,1362,2145
Rice seed,BPT5204,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.2,26,74,1342,58,Low,Wheat,Maharashtra,Akola,Rice,IR64,292,1213,4675
Bajra seed,RHB121,HYV,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.6,27,45,305,34,Medium,Gram,Telangana,Karimnagar,Bajra,RHB121,397,517,1624
Cotton seed,Bollgard,Desi,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,22,45,893,32,High,Soybean,Madhya Pradesh,Indore,Cotton,Bollgard,300,1184,3516
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,25,46,570,76,Medium,Rice,Tamil Nadu,Thanjavur,Wheat,PBW343,89,405,4963
Maize seed,HQPM1,Desi,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,26,51,778,33,Medium,Wheat,Maharashtra,Akola,Maize,Ganga5,350,1355,2514
Gram seed,JG16,HYV,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,21,53,340,34,Medium,Soybean,Telangana,Hyderabad,Gram,JG11,261,155,3577
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,15,54,583,70,Low,Rice,Karnataka,Raichur,Wheat,PBW343,379,682,2730
Cotton seed,RCH2,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,24,65,655,78,High,Fallow,Odisha,Puri,Cotton,RCH2,478,1920,3005
Wheat seed,HD2967,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,15,61,569,38,Low,Soybean,Karnataka,Raichur,Wheat,PBW343,333,1508,2722
Mustard seed,Pusa Bold,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.3,24,45,424,41,High,Wheat,Bihar,Gaya,Mustard,Pusa Bold,410,468,2204
Maize seed,Ganga5,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.1,20,60,692,35,Low,Rice,Tamil Nadu,Chennai,Maize,PMH1,489,1228,1910
Mustard seed,RH30,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.7,12,59,333,69,High,Wheat,Punjab,Patiala,Mustard,Pusa Bold,274,221,4542
Wheat seed,HD2967,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,21,56,589,36,High,Maize,Punjab,Bathinda,Wheat,Lok1,381,1404,1764
Gram seed,Pusa372,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.4,21,60,477,72,Medium,Fallow,Gujarat,Surat,Gram,JG16,387,662,4638
Gram seed,JG11,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,18,58,382,29,Low,Rice,Haryana,Sirsa,Gram,Pusa372,319,409,2576
Cotton seed,RCH2,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.4,31,46,754,29,Low,Fallow,Uttar Pradesh,Kanpur,Cotton,Bunny Bt,157,994,4970
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,25,42,450,70,Low,Fallow,Haryana,Hisar,Gram,Pusa372,329,721,2053
Wheat seed,Lok1,HYV,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,23,61,432,55,Medium,Rice,Rajasthan,Ajmer,Wheat,HD2967,168,1950,2379
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.7,16,53,348,53,Low,Wheat,Gujarat,Surat,Mustard,RH30,445,1119,2400
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,25,49,643,78,Medium,Rice,Madhya Pradesh,Jabalpur,Wheat,HD3086,153,584,3411
Gram seed,Pusa372,Desi,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.1,17,57,339,33,High,Rice,Andhra Pradesh,Vijayawada,Gram,JG16,199,759,3523
Bajra seed,HHB67,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",7.0,35,60,580,32,Medium,Gram,Punjab,Amritsar,Bajra,ICTP8203,154,1566,4451
Soybean seed,JS335,Hybrid,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,30,72,813,72,Medium,Cotton,Madhya Pradesh,Ujjain,Soybean,JS9560,446,313,2742
Mustard seed,Pusa Bold,Hybrid,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,12,46,349,40,Medium,Wheat,Chhattisgarh,Rajnandgaon,Mustard,Pusa Bold,394,1265,4794
Soybean seed,JS9560,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.3,27,65,808,65,Low,Wheat,Punjab,Amritsar,Soybean,JS335,133,1008,2430
Soybean seed,JS9560,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,22,53,818,64,Medium,Fallow,Haryana,Rohtak,Soybean,JS9560,488,1871,2263
Mustard seed,Pusa Bold,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,25,46,494,42,High,Bajra,Tamil Nadu,Chennai,Mustard,RH30,455,744,4678
Gram seed,Pusa372,Desi,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,23,35,338,78,High,Soybean,Maharashtra,Akola,Gram,JG11,185,1446,3911
Wheat seed,Lok1,Hybrid,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.5,16,51,515,65,High,Soybean,Tamil Nadu,Madurai,Wheat,PBW343,277,1170,1755
Rice seed,MTU7029,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.8,25,74,1318,72,High,Pulses,West Bengal,Bardhaman,Rice,BPT5204,419,1615,2005
Cotton seed,Bunny Bt,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,31,52,612,39,High,Soybean,Tamil Nadu,Coimbatore,Cotton,Bunny Bt,486,527,1657
Bajra seed,ICTP8203,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,27,58,466,72,Medium,Gram,West Bengal,Murshidabad,Bajra,RHB121,239,960,3281
Maize seed,Ganga5,HYV,Fresh,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.3,21,53,646,35,Medium,Rice,Chhattisgarh,Durg,Maize,Ganga5,414,852,3576
Cotton seed,Bt Cotton,Hybrid,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.2,26,47,863,42,Low,Groundnut,Odisha,Cuttack,Cotton,Bollgard,259,1625,2303
Wheat seed,HD2967,Desi,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.8,21,53,594,50,High,Rice,Karnataka,Dharwad,Wheat,PBW343,441,1576,2353
Maize seed,HQPM1,Hybrid,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,24,62,524,43,Medium,Wheat,Uttar Pradesh,Meerut,Maize,HQPM1,145,669,4830
Gram seed,JG16,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.3,25,51,427,25,High,Soybean,Rajasthan,Bikaner,Gram,Pusa372,105,1197,3841
Wheat seed,Lok1,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.7,25,54,479,66,Low,Soybean,Andhra Pradesh,Vijayawada,Wheat,HD3086,276,656,3068
Mustard seed,RH30,Desi,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.7,14,37,386,37,Low,Bajra,Bihar,Muzaffarpur,Mustard,Varuna,170,1225,1662
Cotton seed,Bollgard,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,29,52,709,53,High,Fallow,Telangana,Warangal,Cotton,RCH2,398,478,2309
Soybean seed,NRC37,Hybrid,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.0,22,66,791,74,Low,Wheat,Maharashtra,Nagpur,Soybean,NRC37,99,1493,4385
Mustard seed,Varuna,Desi,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.1,14,50,484,81,Low,Bajra,Punjab,Ludhiana,Mustard,RH30,381,1170,2196
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.3,25,59,894,58,Medium,Cotton,Odisha,Balasore,Soybean,JS335,233,1572,2281
Mustard seed,RH30,HYV,Fresh,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,25,54,498,82,Low,Fallow,Andhra Pradesh,Anantapur,Mustard,Pusa Bold,491,908,4126
Gram seed,JG16,Hybrid,Fresh,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.4,23,40,485,35,High,Fallow,Bihar,Gaya,Gram,JG16,271,685,4046
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.1,28,76,1032,53,High,Pulses,Gujarat,Surat,Rice,MTU7029,453,517,2798
Wheat seed,PBW343,Desi,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.2,21,45,482,58,Low,Maize,West Bengal,Bardhaman,Wheat,HD2967,379,544,3632
Gram seed,JG11,Hybrid,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.1,18,59,301,59,Medium,Rice,Punjab,Patiala,Gram,Pusa372,307,422,2334
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,7.3,17,43,498,41,High,Bajra,Haryana,Karnal,Mustard,Varuna,347,1874,2766
Cotton seed,Bollgard,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.8,21,53,823,67,Medium,Soybean,Odisha,Sambalpur,Cotton,Bunny Bt,260,203,4062
Cotton seed,Bollgard,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.9,27,63,745,60,Low,Groundnut,Tamil Nadu,Chennai,Cotton,RCH2,267,1387,3688
Cotton seed,Bunny Bt,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",7.5,30,49,741,45,Low,Fallow,Bihar,Bhagalpur,Cotton,Bt Cotton,410,312,3415
Gram seed,JG11,HYV,Old,Gram,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.9,21,51,475,64,High,Rice,Haryana,Rohtak,Gram,JG16,403,1661,2140
Cotton seed,RCH2,Hybrid,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.2,25,63,794,26,Medium,Groundnut,Gujarat,Surat,Cotton,Bt Cotton,192,249,2354
Bajra seed,ICTP8203,Desi,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",5.9,35,44,563,68,Medium,Mustard,Telangana,Hyderabad,Bajra,HHB67,76,1996,3245
Rice seed,MTU7029,Desi,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.9,28,75,1240,63,High,Pulses,Andhra Pradesh,Guntur,Rice,BPT5204,199,1772,4276
Bajra seed,ICTP8203,Desi,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,27,56,544,25,Medium,Fallow,Bihar,Bhagalpur,Bajra,RHB121,271,392,4167
Soybean seed,JS335,HYV,Fresh,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.4,23,51,774,83,High,Cotton,Karnataka,Mysuru,Soybean,NRC37,97,592,2855
Wheat seed,Lok1,HYV,Fresh,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",6.6,25,67,550,66,Medium,Maize,Punjab,Amritsar,Wheat,Lok1,214,188,2537
Cotton seed,Bunny Bt,HYV,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,24,58,838,43,High,Fallow,Haryana,Karnal,Cotton,RCH2,81,1990,4047
Bajra seed,HHB67,Hybrid,Fresh,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.3,29,50,493,65,Low,Fallow,Maharashtra,Pune,Bajra,RHB121,302,788,2575
Bajra seed,RHB121,HYV,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.5,31,42,481,71,High,Fallow,Punjab,Amritsar,Bajra,ICTP8203,177,455,1529
Bajra seed,HHB67,Hybrid,Old,Bajra,Kharif,Sandy,"Light sandy soil, fast drainage, low water retention",6.1,31,56,443,56,Medium,Gram,Punjab,Ludhiana,Bajra,ICTP8203,411,886,1967
Maize seed,Ganga5,Desi,Old,Maize,Kharif,Sandy Loam,"Loose sandy-loam texture, porous and well-aerated",6.9,25,68,653,58,High,Rice,West Bengal,Murshidabad,Maize,Ganga5,306,1946,3372
Rice seed,IR64,HYV,Old,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",6.8,30,78,1233,63,High,Wheat,West Bengal,Kolkata,Rice,BPT5204,340,352,4578
Cotton seed,RCH2,Desi,Fresh,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.0,25,64,665,79,High,Groundnut,Madhya Pradesh,Jabalpur,Cotton,Bunny Bt,451,225,2595
Wheat seed,PBW343,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.3,25,50,616,27,High,Soybean,Bihar,Gaya,Wheat,HD2967,309,1154,3328
Mustard seed,RH30,Hybrid,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.7,11,37,376,80,High,Bajra,Gujarat,Ahmedabad,Mustard,Varuna,401,1165,1766
Soybean seed,JS335,Desi,Old,Soybean,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.6,27,67,750,34,Medium,Cotton,Punjab,Bathinda,Soybean,JS9560,443,1911,1502
Wheat seed,Lok1,Hybrid,Old,Wheat,Rabi,Loamy,"Balanced sand-silt-clay mix, fertile and well-drained",7.0,16,70,435,51,High,Rice,Chhattisgarh,Durg,Wheat,HD3086,250,219,3482
Cotton seed,Bunny Bt,HYV,Old,Cotton,Kharif,Black,"Deep black cotton soil, high clay content, strong moisture retention",6.5,31,70,642,41,Low,Soybean,Rajasthan,Ajmer,Cotton,Bunny Bt,198,747,2507
Mustard seed,Varuna,HYV,Old,Mustard,Rabi,Alluvial,River-deposited fertile alluvium with good organic matter,6.9,13,56,424,42,High,Bajra,Andhra Pradesh,Anantapur,Mustard,RH30,461,848,2706
Rice seed,IR64,Desi,Fresh,Rice,Kharif,Clayey,"Fine clay particles, high water retention, puddled/wetland structure",5.8,28,82,924,78,High,Pulses,West Bengal,Murshidabad,Rice,IR64,260,743,1820
